base_key,suggested_handle,legacy_handle,product_name,variant_title,variant_sku,variant_price,variant_compare_price,variant_inventory,variant_weight,variant_weight_unit,vendor,product_type,status,image_url
humboldt-nutrients-calyx-magnum,humboldt-nutrients-calyx-magnum,humboldt-nutrients-calyx-magnum-2-0-0-qt,Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Qt.,Default Title,hmh01662,19.30,,0,0.0,lb,H Moon Hydro,simple,active,
hurricane-inline-fan,hurricane-inline-fan,hurricane-inline-fan-6,"Hurricane Inline Fan 6""",Default Title,hmh01245,129.95,,0,12.0,oz,H Moon Hydro,simple,active,
hurricane-inline-fan,hurricane-inline-fan,hurricane-inline-fan-8,"Hurricane Inline Fan 8""",Default Title,hmh01246,169.95,,0,0.0,lb,H Moon Hydro,simple,active,
nanotech-reflector-for-sunblaster,nanotech-reflector-for-sunblaster,2-nanotech-reflector-for-sunblaster-t5,2' Nanotech Reflector for Sunblaster T5,Default Title,hmh01478,14.95,,0,1.0,oz,H Moon Hydro,simple,active,
nanotech-reflector-for-sunblaster,nanotech-reflector-for-sunblaster,4-nanotech-reflector-for-sunblaster-t5,4' Nanotech Reflector for Sunblaster T5,Default Title,hmh01480,19.95,,0,2.0,oz,H Moon Hydro,simple,active,
plantmax-dual-arc-tube-lamps,plantmax-dual-arc-tube-lamps,plantmax-dual-arc-tube-lamps,Plantmax Dual Arc Tube Lamps,Default Title,hmh00599,55.00,159.95,0,4.0,oz,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Plantmax-Dual-Arc-1000W-Hybrid-HPSMH.jpg?v=1761679028
plantmax-dual-arc-tube-lamps,plantmax-dual-arc-tube-lamps,plantmax-dual-arc-tube-lamps-2,Plantmax Dual Arc Tube Lamps,Default Title,hmh01722,159.95,,0,0.0,lb,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Plantmax-Dual-Arc-1000W-Hybrid-HPSMH_3832216e-7e8d-49ca-ab6a-f7b896b3162d.jpg?v=1761679028
sensi-bloom-part-a,sensi-bloom-part-a,sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),Default Title,hmh01052,40.56,,0,12.0,oz,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA.jpg?v=1761679065
sensi-bloom-part-a,sensi-bloom-part-a,sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),Default Title,hmh01053,82.50,,0,28.0,oz,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_a8920236-bd34-4566-8b39-e279b4b3cf03.jpg?v=1761679065
silicium-mono-si,silicium-mono-si,silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,Default Title,,85.00,105.00,0,0.0,lb,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium.jpg?v=1761679066
silicium-mono-si,silicium-mono-si,silicium-mono-si-500-ml,SiLICIUM mono si 500 ml,Default Title,,199.00,210.00,0,1.0,oz,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium-silicic-acid_5.8-DISTRIBUTION.webp?v=1761679082
spray-n-grow,spray-n-grow,spray-n-grow-16oz,Spray N Grow 16oz.,Default Title,,12.50,24.99,0,5.0,oz,H Moon Hydro,simple,active,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sprayNgrow_0d2069fd-1aa8-452f-ad60-643ef5937c61.jpg?v=1761679096
